ip_id,cc_avg_freq_month,cc_avg_amt_month
1033,6.5,5099.27195767196
1034,6.58333333333333,4957.90014430015
1035,7.83333333333333,6037.84628496504
1036,8.25,5227.15763888889
1037,7.81818181818182,4664.46879837334
1038,7.75,4560.66032347282
1039,8.41666666666667,5350.53271173271
104,8.41666666666667,5220.53977625688
1040,8.41666666666667,6053.50574795575
1041,8.5,5278.94626322751
1042,7.41666666666667,4541.2849537037
1043,6.83333333333333,5927.10123857624
1044,8.5,4928.71593915344
1045,7.91666666666667,4887.90458939209
1046,7.83333333333333,5104.04853387353
1047,8.25,5144.9832493895
1048,8.08333333333333,4614.57844308469
1049,7.08333333333333,4641.76642616643
105,8.25,5158.58629449255
1050,7.66666666666667,5857.87445286195
1051,8.75,4925.84888514264
1052,8.58333333333333,4647.45757020757
1053,6.83333333333333,5482.65290704666
1054,7.41666666666667,5492.46769179894
1055,6.58333333333333,5150.3586462149
1056,8.0,4526.49702380952
1057,7.75,4811.54282661783
1058,7.0,4674.83009259259
1059,7.91666666666667,5224.92508718134
106,8.0,4628.1380952381
1060,9.16666666666667,6154.57941919192
1061,8.83333333333333,5208.06822089947
1062,8.41666666666667,4617.1444042069
1063,6.41666666666667,5172.57483465608
1064,8.08333333333333,5343.56785714286
1065,7.16666666666667,5215.31382275132
1066,8.5,5827.99186646687
1067,6.91666666666667,5608.6380952381
1068,7.75,4155.71666666667
1069,9.0,4930.54115699116
107,7.58333333333333,5030.64234607985
1070,9.08333333333333,5169.35833032708
1071,8.08333333333333,4872.09133644134
1072,9.91666666666667,5678.98454520697
1073,7.75,5575.39841269841
1074,9.08333333333333,5352.27314814815
1075,8.58333333333333,5401.37557419432
1076,8.25,5050.41021825397
1077,8.5,4773.03544973545
1078,8.75,4885.04095117845
1079,9.33333333333333,5592.40476097976
108,8.5,5373.37604166667
1080,7.83333333333333,5118.59107744108
1081,8.25,5603.11757756133
1082,6.75,6005.16726190476
1083,9.41666666666667,4373.05318778444
1084,8.58333333333333,5750.7625
1085,7.91666666666667,5597.85588924964
1086,9.25,5215.19972458097
1087,7.16666666666667,6163.46541305916
1088,7.16666666666667,5456.37626262626
1089,7.5,5067.47784975101
109,7.91666666666667,4886.41750356126
1090,8.0,5835.29856809857
1091,9.58333333333333,5413.38510808364
1092,7.75,4917.0758958634
1093,8.33333333333333,5017.03571428571
1094,8.16666666666667,4684.5173458486
1095,8.16666666666667,5169.70449712325
1096,7.16666666666667,5111.03544973545
1097,8.83333333333333,4919.61665903541
1098,7.33333333333333,5095.1503001628
1099,7.66666666666667,5252.82840608466
11,6.41666666666667,5170.80117845118
110,8.0,5400.29811507937
1100,8.25,4829.30539021164
1101,9.33333333333333,4563.28355455819
1102,7.75,5573.93283730159
1103,8.66666666666667,5411.06384885826
1104,8.58333333333333,5534.21450748326
1105,7.45454545454545,6129.43814935065
1106,8.16666666666667,4939.09365079365
1107,8.83333333333333,4942.56989838865
1108,9.25,5165.90221260221
1109,7.25,5534.93326719577
111,8.0,4653.82479256854
1110,7.83333333333333,5553.31444388944
1111,6.75,4912.34672619048
1112,7.08333333333333,4999.04827279202
1113,9.25,5022.4917989418
1114,8.25,5472.12564935065
1115,8.16666666666667,4952.98469516595
1116,8.5,6106.04030784031
1117,8.5,5255.97413419913
1118,7.25,5305.3277507215
1119,7.16666666666667,6030.02249949125
112,8.41666666666667,4778.28887987013
1120,9.08333333333333,5136.54999236874
1121,8.0,4868.84167684168
1122,9.25,4829.25232753358
1123,7.58333333333333,5071.68705993081
1124,8.83333333333333,5047.25169413919
1125,7.75,5641.2390542328
1126,8.0,5297.18527810573
1127,7.58333333333333,5740.53342051467
1128,7.5,5319.18792388167
1129,6.91666666666667,5111.9038510101
113,7.75,5385.53888888889
1130,7.91666666666667,5162.92847222222
1131,8.16666666666667,5080.48063672439
1132,7.16666666666667,4829.43067279942
1133,7.75,4753.71151996152
1134,9.0,5178.90661375661
1135,7.63636363636364,4913.44205516706
1136,9.25,5878.55548729593
1137,7.58333333333333,5664.59338023088
1138,8.58333333333333,5551.13837967588
1139,8.91666666666667,5481.80537541163
114,6.66666666666667,5277.70429292929
1140,6.75,5441.55816798942
1141,7.91666666666667,5918.40655964406
1142,9.08333333333333,4660.83817548193
1143,8.08333333333333,4952.76877723312
1144,6.75,5679.94628427129
1145,8.83333333333333,6005.64513888889
1146,7.83333333333333,5497.50425986051
1147,7.58333333333333,4515.82077020202
1148,8.41666666666667,4667.07272588523
1149,8.16666666666667,5821.13423520924
115,7.66666666666667,4817.54233405483
1150,8.16666666666667,5399.89014249639
1151,8.66666666666667,6171.4824013949
1152,6.58333333333333,5321.27435966811
1153,7.16666666666667,5431.70423280423
1154,7.66666666666667,4840.92158489659
1155,8.58333333333333,5350.08932178932
1156,8.75,5067.81385281385
1157,9.5,5380.03900913901
1158,7.83333333333333,5296.32632275132
1159,7.91666666666667,5777.96228354978
116,7.58333333333333,5399.85841750842
1160,8.58333333333333,6083.29748168498
1161,8.83333333333333,5393.35701058201
1162,8.5,5609.17288359788
1163,7.83333333333333,5235.50916305916
1164,8.25,5384.17801827802
1165,8.58333333333333,4986.59295634921
1166,8.41666666666667,5322.62811447811
1167,9.33333333333333,5605.08345820846
1168,7.75,5081.05009920635
1169,7.33333333333333,4975.72077922078
117,9.66666666666667,5172.07719032057
1170,8.58333333333333,4750.48051470588
1171,10.5,4841.31881313131
1172,9.08333333333333,5198.7406337535
1173,9.33333333333333,5592.24515392015
1174,8.33333333333333,6217.23939393939
1175,8.25,4968.23475783476
1176,6.41666666666667,5899.24172077922
1177,7.41666666666667,5463.36432641433
1178,6.91666666666667,5230.67619047619
1179,7.91666666666667,5003.44877344877
118,9.08333333333333,4994.01161465849
1180,8.66666666666667,4971.2905283374
1181,7.08333333333333,4624.03345658971
1182,8.58333333333333,4789.79222582973
1183,6.58333333333333,5223.3250534188
1184,8.5,5005.29174991675
1185,8.41666666666667,5312.02452501203
1186,9.25,5657.12656961775
1187,8.25,5048.75657560033
1188,8.83333333333333,5549.72331742332
1189,8.91666666666667,5766.30794668295
119,7.16666666666667,5368.32852332852
1190,7.41666666666667,6430.63427452177
1191,7.58333333333333,5413.64728835979
1192,9.25,6014.56223544974
1193,8.0,4425.96048708236
1194,7.58333333333333,5083.38336038961
1195,8.0,4832.43103655604
1196,8.0,4720.33748196248
1197,9.08333333333333,6257.0611043866
1198,9.16666666666667,4758.41773989899
1199,8.75,5401.42116286491
12,7.5,4829.23160774411
120,8.75,4944.98406084656
1200,7.08333333333333,5175.25958994709
1201,7.16666666666667,6142.8109457672
1202,7.41666666666667,5141.04226190476
1203,8.16666666666667,5675.86973188848
1204,8.41666666666667,5103.79930809931
1205,9.91666666666667,4889.11356005106
1206,8.83333333333333,4615.64364177489
1207,8.83333333333333,5150.55870980871
1208,8.16666666666667,4508.51729196729
1209,8.16666666666667,4831.44524087024
121,9.25,5902.29426707552
1210,8.16666666666667,5000.17614087302
1211,9.83333333333333,5240.5100140056
1212,7.0,5097.42791005291
1213,8.66666666666667,5867.25954184704
1214,6.75,5516.23644179894
1215,6.66666666666667,5427.64195526696
1216,7.91666666666667,5552.02711940837
1217,8.75,5392.29092435342
1218,7.58333333333333,5069.83941798942
1219,7.91666666666667,5109.46574074074
122,7.41666666666667,5448.63271265771
1220,7.5,5675.64910714286
1221,7.75,5132.01188973064
1222,9.08333333333333,5313.63865995116
1223,7.08333333333333,4719.04687950938
1224,8.75,5175.12989417989
1225,8.66666666666667,5276.33913147038
1226,8.0,4049.78063695564
1227,9.41666666666667,5025.32315184815
1228,9.91666666666667,5001.61512260887
1229,6.5,5378.92574786325
123,9.08333333333333,5582.74232156732
1230,6.66666666666667,5237.54551282051
1231,8.5,4903.32506613757
1232,8.83333333333333,5206.52771164021
1233,7.16666666666667,5627.8125
1234,7.91666666666667,5025.10297619048
1235,9.16666666666667,4986.07788831539
1236,9.5,5542.57500617073
1237,8.83333333333333,5133.45069143819
1238,8.08333333333333,4495.57670940171
1239,8.41666666666667,4554.61757594258
124,8.5,4809.59954004329
1240,7.5,5350.0150462963
1241,8.16666666666667,5268.4068452381
1242,7.33333333333333,5263.37579365079
1243,6.33333333333333,4354.55655525031
1244,7.66666666666667,4777.77056878307
1245,7.75,5432.47710807711
1246,6.58333333333333,5842.39761904762
1247,9.75,5592.83229166667
1248,7.16666666666667,5745.53733465609
1249,9.83333333333333,5202.97769198394
125,8.66666666666667,5657.28578874829
1250,8.5,5909.12836538462
1251,8.5,4619.17073713324
1252,8.08333333333333,5413.1078042328
1253,7.83333333333333,5516.98874458875
1254,8.25,4420.15527296777
1255,8.25,5420.25155122655
1256,8.41666666666667,5218.12588522588
1257,7.5,5192.3796957672
1258,7.75,5209.61705840456
1259,7.25,5404.4666005291
126,7.58333333333333,6087.01927910053
1260,6.16666666666667,5996.84034391534
1261,6.66666666666667,4983.81507936508
1262,6.58333333333333,5173.87420634921
1263,8.66666666666667,5091.05377261627
1264,8.25,5317.64535082973
1265,7.91666666666667,4289.89770299145
1266,6.41666666666667,4856.94742063492
1267,7.75,5592.91238275613
1268,7.0,4817.33317099567
1269,7.41666666666667,4901.43820970696
127,8.83333333333333,4260.17488275613
1270,7.16666666666667,5156.47198172198
1271,8.58333333333333,4830.06111111111
1272,9.33333333333333,5186.24669057794
1273,8.33333333333333,5272.30341880342
1274,7.58333333333333,4024.29955738706
1275,7.5,4768.06349206349
1276,8.33333333333333,5213.91755651756
1277,8.41666666666667,4758.80310846561
1278,8.58333333333333,4551.23382936508
1279,8.25,5220.41481608669
128,7.5,5942.71511243386
1280,7.0,4547.57783189033
1281,6.83333333333333,5661.40615079365
1282,6.33333333333333,5327.20972222222
1283,9.66666666666667,6017.92184759685
1284,7.16666666666667,5831.98322395197
1285,7.25,5048.28685064935
1286,7.16666666666667,5565.61378968254
1287,7.08333333333333,5272.23407738095
1288,8.16666666666667,5294.5694520757
1289,8.33333333333333,5308.26353114478
129,8.33333333333333,4631.15959387834
1290,6.91666666666667,5149.75717592593
1291,7.5,5435.89285714286
1292,7.66666666666667,5519.68723544974
1293,7.25,4877.67027116402
1294,9.41666666666667,4809.77845117845
1295,8.25,5950.74156746032
1296,8.25,4840.51590608466
1297,8.25,5488.49053030303
1298,7.0,5692.12142857143
1299,8.16666666666667,5071.33094035594
13,6.83333333333333,4860.70833333333
130,8.33333333333333,5814.98941798942
1300,9.0,5147.65107855108
1301,7.66666666666667,5179.74587912088
1302,7.0,5960.53726851852
1303,7.5,4932.16703643579
1304,8.33333333333333,5738.03589292043
1305,7.66666666666667,5649.7507936508
1306,7.58333333333333,4707.10113636364
1307,7.83333333333333,5272.19837962963
1308,8.33333333333333,5756.78095238095
1309,6.08333333333333,5110.90119047619
131,7.91666666666667,4423.72886904762
1310,7.91666666666667,5693.40892857143
1311,8.0,5257.83983285233
1312,7.83333333333333,4576.16709656085
1313,8.33333333333333,5610.75502645503
1314,7.08333333333333,5243.48859126984
1315,7.66666666666667,5323.78660714286
1316,7.66666666666667,5233.28402777778
1317,6.58333333333333,4683.50608766234
1318,8.16666666666667,5073.93891293891
1319,9.33333333333333,5721.78246729513
132,8.33333333333333,5087.9842957968
1320,7.83333333333333,4875.69052706553
1321,9.41666666666667,4781.61074041699
1322,8.58333333333333,5828.66259920635
1323,7.33333333333333,5172.55501743627
1324,7.33333333333333,4620.16278860029
1325,7.91666666666667,5500.03011363636
1326,7.33333333333333,5468.81752645503
1327,7.16666666666667,5191.7283008658
1328,8.5,5941.4025462963
1329,8.5,5037.11030693843
133,7.33333333333333,4865.03536324786
1330,7.16666666666667,6251.09513888889
1331,8.0,5233.6587962963
1332,7.91666666666667,4904.10289918415
1333,8.75,4650.78077501203
1334,8.5,5914.72686618937
1335,9.0,5006.61182336182
1336,7.5,5710.67378917379
1337,6.41666666666667,5488.90646043771
1338,8.58333333333333,5306.18952089577
1339,8.16666666666667,5417.64102332852
134,8.25,4954.27784090909
1340,7.66666666666667,5971.1443452381
1341,7.25,4658.53045634921
1342,8.25,4969.82771164021
1343,8.16666666666667,5205.25227573353
1344,8.08333333333333,4600.15456349206
1345,7.41666666666667,5511.53087722463
1346,8.25,5306.69067599068
1347,7.0,5091.93333333333
1348,6.33333333333333,5769.99950396825
1349,7.58333333333333,5054.57306096681
135,9.0,5069.54643620269
1350,7.5,5077.04766113516
1351,8.75,5430.87767094017
1352,7.75,5505.41545815296
1353,8.33333333333333,5364.52294071669
1354,7.58333333333333,5030.10853174603
1355,7.83333333333333,5391.84539141414
1356,7.75,5237.34736952862
1357,7.41666666666667,5525.31921596922
1358,7.91666666666667,4469.4711489899
1359,8.41666666666667,4960.48554292929
136,8.33333333333333,4983.02389369889
1360,6.58333333333333,5446.67027417028
1361,7.08333333333333,4809.28096139971
1362,8.5,5226.14245580808
1363,8.33333333333333,4956.63354377104
1364,7.75,5137.72797619048
1365,8.41666666666667,5592.16402116402
1366,7.58333333333333,5438.51819384319
1367,8.08333333333333,5758.19706890332
1368,9.16666666666667,5757.61870490621
1369,7.91666666666667,5735.58316035816
137,7.33333333333333,5484.19810155123
1370,9.16666666666667,5427.94521497021
1371,7.16666666666667,5135.30906084656
1372,7.41666666666667,4883.04102633478
1373,6.75,5239.42957366707
1374,8.16666666666667,5172.16613756614
1375,7.66666666666667,4940.35922619048
1376,7.91666666666667,4826.60294057794
1377,9.66666666666667,4996.21763329263
1378,7.41666666666667,5148.05713985089
1379,7.58333333333333,5804.22711640212
138,7.91666666666667,5297.40619149369
1380,8.0,4824.97628066378
1381,7.08333333333333,5324.34364177489
1382,7.91666666666667,5461.32628667629
1383,8.33333333333333,5807.65502645503
1384,8.58333333333333,5113.90638528139
1385,7.5,5799.26805555556
1386,7.33333333333333,5475.73513708514
1387,7.5,5568.4978505291
1388,8.58333333333333,4877.81111111111
1389,7.08333333333333,6193.61032786658
139,8.0,4544.66788720539
1390,7.83333333333333,5804.29939574315
1391,8.33333333333333,5460.95516774892
1392,7.75,4365.67762515263
1393,6.5,4909.51567460318
1394,9.08333333333333,5355.31963314463
1395,9.66666666666667,5041.50781302031
1396,8.08333333333333,4698.68436147186
1397,8.0,4544.14059343434
1398,8.08333333333333,4616.3546506734
1399,8.41666666666667,6164.46575692826
14,8.0,5661.42518187831
140,7.91666666666667,5221.49398749399
1400,7.25,5102.91025132275
1401,7.25,5363.43554639805
1402,9.0,5492.57646103896
1403,8.08333333333333,5767.86666666667
1404,7.5,6146.11988196988
1405,7.08333333333333,4368.7412037037
1406,9.16666666666667,5260.59460614921
1407,9.41666666666667,5296.89436177249
1408,8.91666666666667,5489.38991679617
1409,6.66666666666667,5631.45582010582
141,7.83333333333333,3883.4705026455
1410,7.41666666666667,5141.86552336552
1411,8.91666666666667,5355.82670454545
1412,7.0,5254.25089285714
1413,7.83333333333333,5065.7707972583
1414,8.08333333333333,5744.1634529822
1415,8.0,5250.59776057276
1416,8.83333333333333,4655.73258477634
1417,9.0,4721.71055634181
1418,7.83333333333333,6139.95720899471
1419,9.66666666666667,4700.8379474692
142,7.58333333333333,4791.63935693936
1420,8.83333333333333,6026.64601948977
1421,7.66666666666667,4648.72867063492
1422,7.83333333333333,5691.94325396825
1423,7.5,4964.42968813594
1424,8.58333333333333,5469.17870071105
1425,8.5,5418.32978595479
1426,9.16666666666667,4871.8873015873
1427,6.66666666666667,4772.98214285714
1428,8.0,5032.14200036075
1429,8.41666666666667,5320.11292550043
143,8.41666666666667,6107.12958453583
1430,8.5,5249.31315628816
1431,8.0,5461.69056776557
1432,7.66666666666667,4915.52052368927
1433,7.58333333333333,5512.79556277056
1434,7.33333333333333,4612.31101190476
1435,8.0,5801.0941468254
1436,8.41666666666667,5403.05118400118
1437,8.41666666666667,5670.0647010397
1438,8.25,5311.0128291847
1439,8.0,5497.2268488456
144,7.91666666666667,4454.92748917749
1440,7.16666666666667,5173.67275132275
1441,9.0,5623.08728701854
1442,7.58333333333333,5865.17135850261
1443,8.25,5701.82392977393
1444,7.91666666666667,5070.6487684973
1445,7.16666666666667,5225.37003968254
1446,6.58333333333333,5114.02308201058
1447,8.83333333333333,5355.7720959596
1448,8.16666666666667,4876.15394270082
1449,8.08333333333333,5269.84295634921
145,7.83333333333333,5173.24446248196
1450,7.83333333333333,5212.27966593592
1451,8.08333333333333,5165.9128968254
1452,6.41666666666667,5322.47418831169
1453,7.16666666666667,4808.170995671
1454,7.66666666666667,5020.67041245791
1455,7.83333333333333,5557.89784752285
1456,8.25,4704.92837000962
1457,7.75,4265.79131308506
1458,9.41666666666667,5331.16021062271
1459,8.5,5000.67638888889
146,7.25,6193.70092592593
1460,8.08333333333333,5632.66292735043
1461,10.4166666666667,5327.44785937102
1462,7.83333333333333,4781.92966269841
1463,6.75,4973.2967948718
1464,8.33333333333333,5473.40725709476
1465,8.25,4551.13603471692
1466,8.25,4784.36942791005
1467,9.25,4865.4794306184
1468,8.25,5719.99882802383
1469,8.91666666666667,4942.97532467532
147,8.75,5379.46447510822
1470,8.16666666666667,6060.71583543771
1471,7.91666666666667,5278.84591912717
1472,7.75,5367.64349053724
1473,7.5,5299.53991147741
1474,7.0,5587.5517526455
1475,8.08333333333333,5723.20214045214
1476,7.83333333333333,4515.86813973064
1477,9.08333333333333,4768.10674603175
1478,8.41666666666667,4710.6091991342
1479,8.75,5651.72705535205
148,6.16666666666667,5545.75985449735
1480,8.41666666666667,5317.48848235098
1481,8.5,5095.94153439153
1482,6.91666666666667,4399.90284090909
1483,10.0,5126.80273488086
1484,7.16666666666667,5667.17876382876
1485,8.75,5794.44137020387
1486,7.66666666666667,5362.76276963777
1487,7.91666666666667,5909.25037878788
1488,8.25,5376.89394725645
1489,9.66666666666667,5407.17273293836
149,7.25,4932.81871091871
1490,8.66666666666667,5173.06452806453
1491,7.58333333333333,5031.33264652015
1492,7.33333333333333,4305.47361111111
1493,6.58333333333333,5567.61018518519
1494,8.75,5583.21342315092
1495,8.08333333333333,4777.15253230566
1496,8.66666666666667,5302.00160834536
1497,8.91666666666667,4912.24623917749
1498,8.58333333333333,5133.77790242165
1499,8.41666666666667,5228.64786255411
15,8.66666666666667,5334.21172415547
150,7.91666666666667,5064.9488997114
1500,7.33333333333333,5653.19972643098
1501,8.66666666666667,5605.6463966589
1502,7.91666666666667,4771.6794973545
1503,7.33333333333333,4655.51497715248
1504,9.16666666666667,5703.66726051726
1505,8.83333333333333,5246.14778739779
1506,7.91666666666667,5525.93870088245
1507,8.91666666666667,4755.98127011877
1508,7.5,4623.45836640212
1509,9.41666666666667,5582.92670963296
151,8.16666666666667,4680.14381868132
1510,8.83333333333333,5322.61833825896
1511,9.25,5887.70589896215
1512,9.41666666666667,6106.99905141155
1513,8.75,4861.75243437118
1514,8.33333333333333,5860.43796134421
1515,7.08333333333333,4765.04361402486
1516,7.5,5351.53714526215
1517,7.16666666666667,4444.16762566137
1518,8.25,5987.43449074074
1519,7.0,4815.73472222222
152,10.6666666666667,4999.54807327176
1520,6.75,5396.20763888889
1521,8.08333333333333,4753.19224086099
1522,7.75,5271.10641233766
1523,7.75,5366.52261904762
1524,8.58333333333333,5271.17403915529
1525,7.33333333333333,5579.33253968254
1526,8.91666666666667,5169.25681494432
1527,10.0,5352.49929712101
1528,8.58333333333333,4735.02990944241
1529,7.08333333333333,5910.47433862434
153,7.08333333333333,5712.8483509546
1530,8.41666666666667,5166.70156186406
1531,8.41666666666667,5416.62448593074
1532,7.75,5493.54782347282
1533,7.25,5333.71312830688
1534,10.3333333333333,5174.53022602398
1535,9.0,5663.94346891534
1536,8.5,5004.87993927369
1537,9.08333333333333,5825.92601522932
1538,9.83333333333333,5037.6905982906
1539,7.08333333333333,4645.40949074074
154,8.33333333333333,4821.55380291005
1540,8.83333333333333,5114.17981442577
1541,8.0,5101.37886904762
1542,7.58333333333333,5022.3382996633
1543,8.58333333333333,5091.17837047212
1544,7.83333333333333,5150.98812067562
1545,8.25,5218.70271788397
1546,8.5,6131.88317099567
1547,7.75,4654.71023629149
1548,7.5,4739.70877224627
1549,8.91666666666667,5393.31906424186
155,7.91666666666667,5773.97707431457
1550,8.66666666666667,4812.48593443593
1551,7.66666666666667,5721.42037037037
1552,7.5,5008.09172077922
1553,7.25,5047.22307599808
1554,7.08333333333333,5394.37465428091
1555,7.25,5192.1060515873
1556,7.41666666666667,5620.64243626744
1557,7.66666666666667,5116.47978017353
1558,6.91666666666667,5814.39285714286
1559,7.83333333333333,5626.82361111111
156,8.16666666666667,4803.14441137566
1560,8.41666666666667,4816.99575517076
1561,8.66666666666667,5664.08647949273
1562,8.5,5301.92925685426
1563,8.33333333333333,5654.01371151996
1564,8.0,5208.00903980279
1565,7.91666666666667,5550.78508297258
1566,7.91666666666667,4992.69525058275
1567,8.0,4896.12837902838
1568,7.5,5741.83508297258
1569,8.75,5387.0935515873
157,8.5,5294.99295634921
1570,7.25,5201.08842083842
1571,7.25,4600.033994709
1572,8.33333333333333,5211.72215608466
1573,5.66666666666667,4545.22146164021
1574,7.75,4851.88547979798
1575,8.66666666666667,5286.6611957487
1576,8.33333333333333,5192.5656784188
1577,8.83333333333333,4447.73632964258
1578,8.41666666666667,4592.7482473545
1579,8.58333333333333,4954.83635762386
158,7.41666666666667,4918.92961459836
1580,7.16666666666667,4732.43519027269
1581,7.75,4403.64612794613
1582,6.66666666666667,5942.2525462963
1583,8.08333333333333,4757.97561327561
1584,7.91666666666667,4960.69150132275
1585,10.3333333333333,5354.21563852814
1586,7.83333333333333,5536.72719907407
1587,8.41666666666667,5520.67770845712
1588,7.16666666666667,4281.02411986162
1589,8.25,4608.33564814815
159,7.83333333333333,4703.95836940837
1590,6.66666666666667,5353.83737373737
1591,8.66666666666667,5423.74773698524
1592,8.25,4748.64749278499
1593,7.66666666666667,5283.54093013468
1594,8.16666666666667,4577.46059472935
1595,8.08333333333333,4428.23959535835
1596,9.16666666666667,5535.59013798701
1597,7.83333333333333,5505.86939333814
1598,7.41666666666667,5529.87212301587
1599,10.0,5402.39421504422
16,7.08333333333333,5362.44503968254
160,7.75,5301.68887085137
1600,6.58333333333333,5039.84080687831
1601,8.58333333333333,4553.56462842713
1602,8.0,5342.94691558442
1603,7.16666666666667,4488.23217430717
1604,7.91666666666667,4848.44545850392
1605,8.08333333333333,5230.25264550265
1606,8.0,5428.22178030303
1607,6.91666666666667,5474.3435515873
1608,8.08333333333333,5645.46122176435
1609,7.91666666666667,4810.40438034188
161,9.08333333333333,5449.56433705184
1610,7.75,4928.65503848004
1611,9.16666666666667,5176.25185624561
1612,7.58333333333333,5767.69848484848
1613,8.58333333333333,5179.91013071895
1614,7.83333333333333,5297.1195942946
1615,8.66666666666667,4167.97373737374
1616,7.83333333333333,5025.12861305361
1617,8.66666666666667,5447.45751112314
1618,8.5,5807.43241758242
1619,6.58333333333333,5457.47619047619
162,10.4166666666667,5665.786002886
1620,8.0,5114.33406084656
1621,8.25,4770.64827441077
1622,7.5,4971.14712555963
1623,10.3333333333333,5330.65786684721
1624,8.0,5346.90790343915
1625,6.58333333333333,4635.27857142857
1626,7.75,6331.39234931735
1627,7.91666666666667,6048.28646850834
1628,8.25,5933.8747762654
1629,9.08333333333333,6053.31317663818
163,8.16666666666667,5474.57958638584
1630,7.33333333333333,5167.76226851852
1631,8.58333333333333,5235.71388588264
1632,8.25,4600.20011192511
1633,7.58333333333333,4744.17656325156
1634,9.33333333333333,5190.9951536889
1635,7.83333333333333,5080.38765367258
1636,6.75,5020.91978715729
1637,8.5,5262.43845598846
1638,9.33333333333333,5202.66816886817
1639,7.75,5644.62927188552
164,8.91666666666667,4658.3952457265
1640,9.08333333333333,5239.88419312169
1641,7.33333333333333,5597.47466931217
1642,7.33333333333333,4724.95833333333
1643,7.83333333333333,5590.96805555556
1644,5.91666666666667,5633.20202020202
1645,8.41666666666667,5404.34917027417
1646,8.16666666666667,4609.5986492674
1647,8.41666666666667,4916.30181277056
